iter	Accuracy	Logloss
969	0.7484925	0.5030641022
970	0.748515	0.5030282181
971	0.7485575	0.5030054191
972	0.7485425	0.5029973219
973	0.748505	0.5029722113
974	0.7485875	0.5029455
975	0.748605	0.5029196815
976	0.748635	0.502896071
977	0.74863	0.5028739825
978	0.748675	0.5028492966
979	0.74872	0.5028235729
980	0.748725	0.5027908345
981	0.74872	0.5027650218
982	0.74873	0.5027311376
983	0.748765	0.5027078832
984	0.7487675	0.5026828916
985	0.748735	0.5026659231
986	0.7488225	0.5026411769
987	0.748895	0.5026107511
988	0.748945	0.5025889506
989	0.7489675	0.5025784974
990	0.7489875	0.5025522714
991	0.74892	0.5025241195
992	0.7490075	0.5024975934
993	0.7490475	0.5024603488
994	0.7490775	0.5024032757
995	0.7491075	0.5023635082
996	0.749165	0.5023326637
997	0.7491825	0.5023070691
998	0.749185	0.5022894265
999	0.74918	0.5022542295
